QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
ROZX-72,CTM,Level with CI,1.0,1.0,40.0,15,9.31,179.19,0.0,527.0,1.0,,9.0,22.0,7.0,5.0,0.0,
VQRJ-23,Direct,Level with CI,1.0,1.0,51.0,30,37.99,1164.15,1.0,556.0,0.0,19.0,7.0,12.0,5.0,6.0,0.0,
ONYN-29,Direct,Level,1.0,0.0,41.0,20,13.63,423.83,0.0,543.0,0.0,,1.0,23.0,6.0,10.0,0.0,
FIAV-31,Direct,Decreasing with CI,0.0,0.0,32.0,5,22.52,419.95,1.0,,,,,,,,,
YQQS-67,Direct,Decreasing,1.0,0.0,50.0,30,79.48,2200.93,0.0,569.0,4.0,21.0,12.0,11.0,4.0,2.0,0.0,
PMHG-42,CTM,Level,1.0,0.0,46.0,10,45.65,1016.69,0.0,,,,,,,,,
ELYI-94,MSM,Level,1.0,1.0,36.0,25,10.0,237.35,0.0,559.0,1.0,21.0,8.0,16.0,5.0,2.0,0.0,
LCAY-37,CTM,Level with CI,0.0,0.0,40.0,10,17.96,393.99,0.0,572.0,5.0,7.0,5.0,14.0,6.0,6.0,0.0,
VQCJ-22,CTM,Level,1.0,1.0,32.0,25,16.2,482.19,0.0,512.0,,,,,,,,
KANK-71,Direct,Decreasing,1.0,1.0,45.0,10,36.87,897.29,0.0,558.0,3.0,17.0,1.0,13.0,8.0,8.0,0.0,
QZZO-92,CTM,Decreasing,1.0,0.0,44.0,10,34.82,948.9,0.0,531.0,2.0,,7.0,19.0,7.0,2.0,0.0,
GYJP-17,CTM,Level,0.0,0.0,33.0,30,40.0,1003.78,1.0,549.0,1.0,36.0,4.0,18.0,6.0,8.0,0.0,
KOWW-19,Direct,Decreasing with CI,1.0,1.0,46.0,35,58.82,1446.29,0.0,545.0,3.0,,28.0,20.0,6.0,10.0,0.0,
TRFL-59,MSM,Decreasing accelerated,1.0,0.0,38.0,30,20.03,417.19,0.0,567.0,1.0,37.0,4.0,15.0,3.0,4.0,0.0,
EYDD-81,CTM,Decreasing with CI,1.0,0.0,53.0,30,33.53,702.3,1.0,564.0,1.0,,8.0,14.0,4.0,5.0,0.0,
THRN-71,Direct,Level,1.0,1.0,50.0,20,7.93,203.94,0.0,564.0,2.0,,5.0,16.0,5.0,3.0,0.0,
PDDT-85,Direct,Level with CI,1.0,0.0,57.0,20,15.0,405.85,0.0,553.0,1.0,,11.0,17.0,6.0,4.0,0.0,
LLDM-36,CTM,Level,1.0,0.0,45.0,20,37.94,1083.54,0.0,562.0,1.0,,9.0,10.0,4.0,2.0,0.0,
XJAA-67,Direct,Decreasing,0.0,0.0,39.0,40,42.6,1207.77,0.0,,,,,,,,,
PYYP-51,CTM,Level,0.0,0.0,47.0,30,16.22,376.17,0.0,561.0,0.0,109.0,12.0,11.0,4.0,9.0,0.0,
MBOF-38,CTM,Level,1.0,1.0,53.0,5,3.95,104.56,0.0,,,,,,,,,
AQRJ-52,MSM,Level,1.0,0.0,46.0,15,32.68,845.35,0.0,550.0,2.0,6.0,11.0,11.0,5.0,7.0,0.0,
DLAF-51,MSM,Decreasing with CI,0.0,0.0,52.0,25,39.33,900.21,0.0,,,,,,,,,
WXAQ-89,CTM,Level,0.0,1.0,39.0,20,59.69,1449.58,0.0,,,,,,,,,
RHMF-30,Direct,Level with CI,1.0,1.0,44.0,30,10.7,249.52,0.0,541.0,3.0,37.0,21.0,16.0,7.0,5.0,0.0,
SJQO-34,CTM,Decreasing,0.0,1.0,27.0,5,24.17,682.66,0.0,,,,,,,,,
AZJM-26,CTM,Decreasing with CI,1.0,1.0,45.0,30,55.53,1120.97,1.0,,,,,,,,,
NAVA-23,Direct,Level,1.0,0.0,41.0,10,21.43,601.65,0.0,571.0,6.0,,1.0,,,,0.0,
USPS-27,CTM,Level,1.0,0.0,52.0,10,21.1,630.35,0.0,539.0,5.0,,5.0,17.0,6.0,4.0,0.0,
NUMA-26,CTM,Decreasing with CI,1.0,1.0,56.0,30,29.36,673.04,0.0,562.0,3.0,,3.0,9.0,8.0,4.0,0.0,
VBDA-19,MSM,Level,1.0,1.0,42.0,5,17.01,435.45,0.0,558.0,2.0,21.0,1.0,16.0,5.0,10.0,0.0,
GQUH-47,MSM,Decreasing accelerated,1.0,0.0,43.0,10,24.36,456.83,0.0,583.0,0.0,36.0,5.0,,4.0,,0.0,
GLIG-80,Direct,Decreasing with CI,1.0,0.0,43.0,30,23.29,496.98,0.0,,,,,,,,,
UXCM-56,MSM,Level,1.0,0.0,46.0,20,32.65,407.8,0.0,576.0,2.0,4.0,7.0,8.0,5.0,6.0,0.0,
HGJH-44,CTM,Level with CI,1.0,0.0,44.0,20,72.92,1846.37,0.0,572.0,3.0,,6.0,6.0,3.0,7.0,0.0,
JEGW-88,CTM,Decreasing,0.0,0.0,40.0,30,40.2,916.12,0.0,560.0,3.0,29.0,5.0,2.0,2.0,3.0,0.0,
AJVP-10,CTM,Level with CI,1.0,0.0,47.0,20,51.92,1629.32,0.0,568.0,0.0,21.0,1.0,15.0,6.0,7.0,0.0,
OUFR-37,MSM,Decreasing with CI,0.0,1.0,58.0,25,112.53,3669.45,0.0,524.0,3.0,,9.0,24.0,7.0,10.0,0.0,
GAGO-47,CTM,Level,1.0,0.0,33.0,20,115.06,2316.24,0.0,568.0,6.0,,19.0,8.0,3.0,3.0,0.0,
NCNZ-94,CTM,Level with CI,0.0,0.0,43.0,40,6.83,184.14,0.0,551.0,2.0,7.0,3.0,17.0,7.0,3.0,0.0,
MOES-20,MSM,Level with CI,1.0,1.0,37.0,25,11.14,251.71,0.0,551.0,1.0,,7.0,15.0,7.0,7.0,0.0,
CXGK-66,Direct,Decreasing,1.0,1.0,50.0,20,23.33,435.46,0.0,537.0,1.0,16.0,5.0,18.0,6.0,1.0,0.0,
MVEH-51,Direct,Level,1.0,0.0,47.0,30,83.34,2096.16,0.0,566.0,8.0,,6.0,8.0,3.0,1.0,0.0,
APUV-29,MSM,Level accelerated,0.0,0.0,42.0,10,3.29,0.0,0.0,578.0,0.0,85.0,0.0,9.0,4.0,5.0,0.0,
TZUK-53,CTM,Decreasing,1.0,0.0,35.0,10,19.58,502.42,0.0,543.0,4.0,,11.0,12.0,6.0,7.0,0.0,
TQYG-71,CTM,Decreasing accelerated,1.0,0.0,54.0,10,8.35,274.45,0.0,,,,,,,,,
CYWX-92,Direct,Decreasing with CI,1.0,1.0,19.0,30,24.1,502.64,1.0,581.0,4.0,48.0,6.0,13.0,4.0,2.0,0.0,
PHQM-35,CTM,Level with CI,0.0,1.0,44.0,30,258.24,5045.49,0.0,,,,,,,,,
CSEP-19,MSM,Decreasing,0.0,0.0,51.0,20,10.0,263.19,1.0,528.0,8.0,21.0,5.0,24.0,7.0,9.0,0.0,
GPMP-90,CTM,Level,1.0,1.0,44.0,30,15.0,356.66,0.0,562.0,1.0,36.0,3.0,17.0,5.0,3.0,0.0,
ZUDW-94,Direct,Level,1.0,0.0,57.0,30,6.53,217.46,1.0,553.0,3.0,,23.0,13.0,5.0,6.0,0.0,
XQES-88,MSM,Level,1.0,0.0,49.0,30,82.84,2238.68,0.0,575.0,1.0,16.0,9.0,7.0,3.0,5.0,0.0,
KFCR-72,Direct,Level with CI,1.0,1.0,44.0,15,18.86,407.96,0.0,589.0,0.0,157.0,3.0,14.0,4.0,5.0,0.0,
HNKI-11,MSM,Level with CI,0.0,1.0,38.0,15,31.52,757.74,0.0,560.0,4.0,,21.0,11.0,5.0,6.0,0.0,
ABQX-85,CTM,Decreasing with CI,1.0,0.0,46.0,20,14.74,355.91,1.0,549.0,1.0,,6.0,19.0,6.0,10.0,0.0,
JJIU-67,Direct,Decreasing with CI,1.0,1.0,41.0,30,11.46,231.6,0.0,478.0,,,,9.0,6.0,3.0,,
QCHZ-28,MSM,Level with CI,1.0,0.0,50.0,35,34.28,1116.28,1.0,588.0,5.0,65.0,4.0,6.0,2.0,2.0,0.0,
KCSH-53,CTM,Level accelerated,0.0,0.0,47.0,30,16.63,331.69,0.0,543.0,4.0,,2.0,13.0,6.0,4.0,0.0,
CUOY-45,Direct,Level,1.0,0.0,27.0,20,17.76,405.85,0.0,571.0,0.0,,0.0,,,,0.0,
MQAE-85,CTM,Level,0.0,1.0,54.0,20,13.63,423.83,0.0,543.0,0.0,,1.0,23.0,6.0,10.0,0.0,
RZUU-15,MSM,Level with CI,1.0,1.0,40.0,25,72.41,1760.61,0.0,550.0,2.0,20.0,5.0,10.0,6.0,8.0,0.0,
ZZTL-13,MSM,Decreasing accelerated,0.0,0.0,47.0,30,30.34,636.1,1.0,564.0,1.0,,8.0,14.0,4.0,5.0,0.0,
CHJZ-87,CTM,Level,0.0,0.0,31.0,30,22.44,511.25,0.0,558.0,2.0,10.0,4.0,17.0,5.0,6.0,0.0,
CTCN-54,MSM,Level with CI,0.0,1.0,47.0,20,34.91,771.72,0.0,563.0,2.0,,6.0,9.0,4.0,4.0,0.0,
IFEF-67,Direct,Decreasing,0.0,0.0,39.0,10,90.3,2033.56,0.0,,,,,,,,,
UEXG-89,CTM,Level with CI,1.0,0.0,38.0,25,13.36,306.14,1.0,558.0,0.0,85.0,1.0,12.0,7.0,6.0,0.0,
YNVX-66,CTM,Level with CI,1.0,0.0,33.0,20,34.55,700.02,0.0,,,,,,,,,
NIUY-83,Direct,Decreasing accelerated,1.0,0.0,46.0,20,113.46,2745.36,0.0,575.0,3.0,,4.0,7.0,1.0,6.0,0.0,
NQMC-71,MSM,Decreasing,1.0,0.0,44.0,10,25.94,662.36,0.0,539.0,2.0,,5.0,8.0,7.0,3.0,0.0,
VOFM-70,MSM,Decreasing,1.0,1.0,46.0,30,5.19,125.38,0.0,534.0,3.0,,4.0,18.0,7.0,5.0,0.0,
KVGG-14,CTM,Level,1.0,0.0,35.0,20,9.76,295.85,0.0,,,,,,,,,
EDOO-67,CTM,Level,0.0,0.0,42.0,10,72.71,2318.85,0.0,,,,,,,,,
NGIR-36,Direct,Decreasing with CI,0.0,1.0,44.0,5,15.17,310.95,0.0,554.0,6.0,,0.0,18.0,7.0,4.0,0.0,
DXUE-62,CTM,Level,1.0,1.0,53.0,20,16.08,388.9,1.0,542.0,5.0,,6.0,10.0,6.0,7.0,0.0,
SGSL-62,Direct,Level,0.0,1.0,58.0,30,10.83,310.67,0.0,,,,,,,,,
XZXW-64,Direct,Level,0.0,1.0,26.0,30,23.95,348.0,1.0,546.0,1.0,60.0,16.0,13.0,5.0,8.0,0.0,
RRSP-74,MSM,Level,0.0,1.0,47.0,5,53.8,1187.92,0.0,523.0,0.0,49.0,34.0,13.0,5.0,7.0,1.0,37.0
EVVC-80,CTM,Decreasing with CI,1.0,0.0,57.0,5,6.83,184.14,0.0,551.0,2.0,7.0,3.0,17.0,7.0,3.0,0.0,
WFLZ-21,Direct,Decreasing with CI,1.0,1.0,53.0,20,118.93,2332.41,0.0,,,,,,,,,
UYEB-38,CTM,Level,0.0,0.0,56.0,30,34.23,998.37,1.0,589.0,1.0,205.0,3.0,7.0,5.0,1.0,0.0,
ZZIK-13,CTM,Decreasing,1.0,0.0,46.0,20,6.41,140.57,1.0,561.0,0.0,109.0,12.0,11.0,4.0,9.0,0.0,
KKZX-57,MSM,Level with CI,0.0,0.0,46.0,25,21.32,533.44,0.0,587.0,0.0,21.0,0.0,6.0,3.0,3.0,0.0,
OQNI-36,MSM,Level with CI,0.0,0.0,39.0,30,68.22,1661.96,0.0,566.0,1.0,,4.0,12.0,5.0,2.0,0.0,
DGXE-42,CTM,Decreasing with CI,0.0,0.0,37.0,30,23.81,541.14,0.0,566.0,1.0,,4.0,12.0,5.0,2.0,0.0,
SGDZ-56,Direct,Decreasing,0.0,1.0,41.0,30,23.87,510.13,1.0,581.0,6.0,20.0,6.0,13.0,4.0,8.0,0.0,
CAQZ-92,Direct,Level,0.0,0.0,46.0,25,5.66,134.89,0.0,558.0,6.0,61.0,7.0,22.0,6.0,4.0,0.0,
CNHM-16,CTM,Decreasing with CI,1.0,0.0,46.0,15,25.08,770.07,0.0,,,,,,,,,
OFXT-59,Direct,Decreasing,1.0,0.0,52.0,30,18.43,471.42,1.0,,,,,,,,,
GUZK-85,Direct,Level,1.0,1.0,41.0,5,17.07,477.05,0.0,,,,,,,,,
RMYF-47,Direct,Level with CI,1.0,0.0,48.0,20,9.62,263.39,0.0,,,,,,,,,
BUIO-55,CTM,Decreasing with CI,1.0,1.0,49.0,30,66.92,1644.52,1.0,578.0,2.0,21.0,7.0,2.0,2.0,1.0,0.0,
ZERR-25,Direct,Level,0.0,0.0,44.0,20,13.51,450.67,1.0,553.0,3.0,,5.0,13.0,4.0,2.0,0.0,
PYQQ-22,MSM,Decreasing,0.0,0.0,45.0,30,40.11,872.72,0.0,549.0,2.0,,3.0,1.0,3.0,3.0,0.0,
TLSX-97,CTM,Level,1.0,1.0,43.0,30,43.1,1165.86,1.0,561.0,4.0,,3.0,,5.0,,0.0,
SLOT-26,CTM,Level with CI,0.0,1.0,48.0,20,97.57,2039.22,0.0,562.0,0.0,144.0,4.0,14.0,5.0,2.0,0.0,
XVPP-66,CTM,Decreasing with CI,1.0,0.0,52.0,10,13.02,376.4,1.0,,,,,,,,,
FTKD-30,CTM,Decreasing with CI,0.0,1.0,43.0,20,76.58,1739.84,0.0,,,,,,,,,
EWAN-56,CTM,Decreasing,0.0,0.0,43.0,20,36.03,1085.13,0.0,490.0,,,,10.0,5.0,10.0,,
GPMZ-43,CTM,Decreasing with CI,1.0,0.0,52.0,5,19.06,491.19,0.0,558.0,2.0,21.0,1.0,16.0,5.0,10.0,0.0,
ZWEP-34,Direct,Level with CI,1.0,0.0,44.0,20,47.48,1597.13,1.0,579.0,3.0,109.0,6.0,14.0,6.0,3.0,0.0,
BHNN-79,CTM,Decreasing,1.0,0.0,46.0,30,148.08,3929.3,0.0,577.0,2.0,21.0,5.0,10.0,5.0,3.0,0.0,
AWIN-16,CTM,Decreasing,0.0,0.0,55.0,20,37.73,913.31,0.0,579.0,0.0,,8.0,7.0,4.0,3.0,0.0,
WETA-34,Direct,Level,1.0,1.0,34.0,30,27.68,684.88,0.0,530.0,5.0,85.0,2.0,18.0,5.0,3.0,1.0,71.0
KOMK-93,CTM,Decreasing,0.0,1.0,45.0,20,23.9,530.02,0.0,568.0,9.0,26.0,19.0,13.0,4.0,10.0,0.0,
TURP-36,MSM,Decreasing,1.0,1.0,52.0,30,13.51,450.67,0.0,553.0,3.0,,5.0,13.0,4.0,2.0,0.0,
HLSA-54,MSM,Level with CI,0.0,1.0,46.0,20,18.14,409.39,1.0,554.0,1.0,,5.0,18.0,6.0,9.0,0.0,
XTJU-71,CTM,Level,1.0,0.0,54.0,30,75.54,1473.22,0.0,560.0,4.0,,9.0,9.0,5.0,2.0,0.0,
JFPH-20,CTM,Decreasing with CI,1.0,1.0,54.0,20,8.56,287.93,0.0,539.0,10.0,,3.0,18.0,6.0,6.0,0.0,
NUCZ-48,CTM,Level with CI,1.0,1.0,56.0,15,6.89,194.26,0.0,,,,,,,,,
XPOC-81,CTM,Level,1.0,1.0,43.0,40,18.43,488.47,0.0,,,,,,,,,
SUHK-23,CTM,Level,1.0,0.0,56.0,15,25.1,749.3,1.0,556.0,0.0,18.0,7.0,12.0,5.0,6.0,0.0,
VHLC-26,CTM,Decreasing with CI,1.0,1.0,62.0,40,21.77,504.44,0.0,594.0,1.0,97.0,6.0,6.0,3.0,5.0,0.0,
ZRBL-60,Direct,Level,0.0,0.0,47.0,20,30.48,921.23,0.0,500.0,,,,,,,,
YLLU-93,MSM,Level with CI,1.0,0.0,48.0,15,17.28,352.3,0.0,569.0,0.0,61.0,0.0,18.0,6.0,10.0,0.0,
PHKV-47,MSM,Level,1.0,1.0,50.0,15,16.17,299.44,0.0,537.0,1.0,16.0,5.0,18.0,6.0,1.0,0.0,
APOA-86,CTM,Decreasing with CI,1.0,1.0,54.0,5,27.65,763.59,0.0,547.0,8.0,,3.0,13.0,8.0,4.0,0.0,
ACNQ-94,MSM,Level,1.0,0.0,57.0,5,17.81,396.19,1.0,,,,,,,,,
ZHWO-68,CTM,Level,0.0,1.0,48.0,30,66.0,1525.86,0.0,561.0,3.0,49.0,3.0,16.0,2.0,5.0,0.0,
FEXW-99,Direct,Level accelerated,0.0,0.0,54.0,20,13.48,308.06,1.0,,,,,,,,,
EUCY-89,CTM,Level with CI,0.0,1.0,62.0,30,18.68,494.94,1.0,533.0,3.0,24.0,13.0,10.0,7.0,6.0,0.0,
BRYK-26,Direct,Level with CI,1.0,0.0,47.0,20,34.46,1042.57,0.0,490.0,,,,10.0,5.0,10.0,,
WRPO-24,CTM,Level with CI,1.0,0.0,38.0,10,7.28,231.88,0.0,563.0,5.0,,7.0,14.0,4.0,6.0,0.0,
EALF-96,CTM,Level,0.0,0.0,43.0,20,24.1,558.55,0.0,,,,,,,,,
TMEI-13,CTM,Decreasing,0.0,0.0,47.0,20,19.99,435.61,1.0,554.0,3.0,,4.0,15.0,4.0,6.0,0.0,
ZNGY-15,Direct,Level with CI,1.0,0.0,42.0,20,14.83,358.54,0.0,563.0,2.0,,17.0,11.0,4.0,4.0,0.0,
RQZH-12,Direct,Decreasing accelerated,0.0,1.0,62.0,30,10.64,233.49,0.0,567.0,3.0,31.0,4.0,6.0,6.0,2.0,0.0,
MTYL-34,CTM,Level,1.0,1.0,45.0,20,332.38,9066.16,0.0,573.0,4.0,,9.0,7.0,4.0,3.0,0.0,
MWGN-71,MSM,Decreasing accelerated,0.0,0.0,55.0,30,59.78,1431.86,0.0,560.0,1.0,,5.0,,6.0,,0.0,
IWNN-91,MSM,Level with CI,1.0,0.0,46.0,30,23.6,541.06,1.0,568.0,3.0,,4.0,10.0,4.0,8.0,0.0,
PASO-70,CTM,Decreasing with CI,0.0,1.0,51.0,30,54.57,1329.7,0.0,577.0,2.0,21.0,5.0,10.0,5.0,3.0,0.0,
GLEO-75,CTM,Level with CI,1.0,1.0,42.0,25,61.82,1275.89,0.0,,,,,,,,,
BZAI-70,Direct,Decreasing with CI,1.0,1.0,55.0,10,10.0,232.82,0.0,571.0,5.0,,1.0,,,,0.0,
BBSX-23,Direct,Level with CI,0.0,0.0,41.0,15,12.08,257.74,1.0,575.0,2.0,21.0,11.0,17.0,4.0,2.0,0.0,
LPHF-39,Direct,Decreasing with CI,1.0,0.0,44.0,30,33.23,767.32,0.0,578.0,2.0,21.0,20.0,8.0,3.0,4.0,0.0,
WEVR-14,CTM,Decreasing with CI,1.0,0.0,33.0,30,23.66,432.67,1.0,562.0,2.0,109.0,10.0,14.0,5.0,8.0,0.0,
KNTN-57,CTM,Level,1.0,0.0,32.0,10,6.53,92.23,1.0,538.0,7.0,21.0,7.0,19.0,7.0,10.0,0.0,
EXDV-73,CTM,Level,1.0,1.0,45.0,10,50.0,1283.57,0.0,584.0,2.0,37.0,3.0,11.0,4.0,1.0,0.0,
MVPZ-40,CTM,Decreasing with CI,1.0,0.0,56.0,30,14.74,355.91,1.0,549.0,1.0,,6.0,19.0,6.0,10.0,0.0,
QTJG-61,Direct,Level,0.0,0.0,44.0,10,10.0,210.23,0.0,580.0,2.0,5.0,30.0,5.0,3.0,3.0,0.0,
DZTA-97,CTM,Level with CI,1.0,1.0,53.0,15,49.52,1075.66,0.0,,,,,,,,,
OEAB-74,MSM,Decreasing,1.0,0.0,47.0,5,19.41,557.98,0.0,,,,,,,,,
DYNT-74,CTM,Level accelerated,0.0,1.0,47.0,30,21.1,630.35,0.0,539.0,5.0,,5.0,17.0,6.0,4.0,0.0,
YBJY-54,Direct,Decreasing with CI,0.0,1.0,38.0,20,14.45,334.98,1.0,572.0,3.0,16.0,4.0,15.0,5.0,6.0,0.0,
LFXI-51,MSM,Level,1.0,0.0,39.0,15,21.96,561.68,1.0,,,,,,,,,
CKMC-98,CTM,Level,1.0,1.0,54.0,20,25.21,599.91,1.0,,,,,,,,,
IJXB-56,Direct,Level,0.0,1.0,38.0,35,19.6,243.2,0.0,561.0,4.0,,12.0,5.0,2.0,1.0,0.0,
YDFS-24,Direct,Level,1.0,1.0,34.0,30,91.45,2901.71,0.0,,,,,,,,,
ITUZ-50,CTM,Level,0.0,1.0,60.0,20,18.42,377.16,0.0,561.0,4.0,,13.0,16.0,4.0,4.0,0.0,
KRXD-23,Direct,Decreasing with CI,0.0,0.0,50.0,30,13.42,323.65,0.0,538.0,3.0,,8.0,21.0,6.0,7.0,0.0,
TGQJ-82,CTM,Level with CI,1.0,1.0,32.0,40,5.0,109.71,0.0,553.0,1.0,,10.0,20.0,6.0,7.0,0.0,
AYYO-81,Direct,Decreasing,1.0,0.0,57.0,30,76.31,1124.85,1.0,562.0,0.0,,13.0,14.0,4.0,2.0,0.0,
CAAW-46,CTM,Decreasing with CI,1.0,0.0,40.0,30,25.02,0.0,0.0,567.0,3.0,73.0,8.0,14.0,4.0,3.0,0.0,
CETZ-42,MSM,Decreasing with CI,1.0,0.0,38.0,20,97.57,2039.22,0.0,562.0,0.0,144.0,4.0,14.0,5.0,2.0,0.0,
TEPL-76,Direct,Decreasing with CI,1.0,0.0,56.0,20,8.6,190.85,0.0,,,,,,,,,
YKCM-59,CTM,Level,0.0,1.0,36.0,40,23.31,703.75,0.0,,,,,,,,,
MFBT-41,Direct,Level with CI,1.0,1.0,24.0,40,48.57,1100.2,0.0,,,,,,,,,
JWFY-58,Direct,Decreasing with CI,0.0,1.0,32.0,20,8.19,192.0,0.0,564.0,2.0,,5.0,16.0,5.0,5.0,0.0,
LSIH-91,MSM,Decreasing accelerated,1.0,0.0,39.0,10,26.69,746.76,0.0,545.0,10.0,,4.0,22.0,4.0,7.0,0.0,
EWTR-97,CTM,Level,0.0,0.0,39.0,10,25.7,682.78,1.0,558.0,3.0,,5.0,11.0,4.0,3.0,0.0,
QUMB-82,CTM,Level with CI,1.0,1.0,54.0,5,15.15,167.89,0.0,,,,,,,,,
DFCQ-45,CTM,Level accelerated,0.0,0.0,29.0,20,43.26,1042.12,0.0,561.0,3.0,49.0,3.0,16.0,2.0,5.0,0.0,
SOLF-16,Direct,Level,0.0,1.0,47.0,30,18.58,474.32,0.0,573.0,1.0,,7.0,11.0,4.0,1.0,0.0,
KRIX-54,Direct,Decreasing accelerated,1.0,1.0,33.0,40,20.0,608.87,0.0,,,,,,,,,
QUNG-61,CTM,Decreasing with CI,1.0,0.0,41.0,20,34.46,935.38,1.0,,,,,,,,,
NSZV-93,CTM,Decreasing accelerated,1.0,0.0,47.0,20,22.0,497.19,0.0,566.0,1.0,11.0,2.0,17.0,3.0,6.0,0.0,
UJDY-52,CTM,Level with CI,1.0,1.0,29.0,40,10.64,233.49,0.0,567.0,3.0,31.0,4.0,6.0,6.0,2.0,0.0,
LKFN-72,CTM,Decreasing,1.0,1.0,45.0,30,34.67,722.38,0.0,571.0,7.0,,0.0,13.0,8.0,6.0,0.0,
WFJR-46,Direct,Decreasing accelerated,1.0,1.0,45.0,10,20.79,532.72,0.0,584.0,2.0,,1.0,9.0,3.0,8.0,0.0,
RGEF-30,MSM,Decreasing,1.0,1.0,46.0,10,40.0,1003.78,1.0,549.0,1.0,36.0,4.0,18.0,6.0,8.0,0.0,
TSBI-10,CTM,Level accelerated,1.0,0.0,52.0,10,3.41,86.38,0.0,,,,,,,,,
TEZN-65,Direct,Level with CI,0.0,1.0,51.0,10,91.24,1997.94,0.0,523.0,0.0,49.0,34.0,13.0,5.0,7.0,1.0,37.0
RHYL-34,CTM,Level with CI,1.0,0.0,44.0,5,21.02,648.27,0.0,,,,,,,,,
KHVZ-52,CTM,Level with CI,1.0,1.0,36.0,5,14.43,364.93,0.0,509.0,,,,1.0,1.0,1.0,,
PKDJ-45,MSM,Level with CI,1.0,0.0,44.0,25,50.0,1036.55,0.0,470.0,0.0,7.0,3.0,20.0,7.0,8.0,2.0,28.0
RWKX-43,MSM,Decreasing,1.0,0.0,40.0,20,5.0,67.67,0.0,532.0,3.0,,9.0,23.0,7.0,10.0,0.0,
TTWU-50,Direct,Decreasing with CI,1.0,1.0,41.0,15,15.05,310.92,1.0,531.0,2.0,,9.0,18.0,7.0,8.0,0.0,
TWEP-53,MSM,Level,0.0,0.0,47.0,25,25.14,609.16,0.0,,,,,,,,,
BVYU-16,CTM,Level,0.0,0.0,46.0,5,26.26,602.96,0.0,571.0,3.0,,1.0,15.0,1.0,1.0,0.0,
LTHN-85,CTM,Level with CI,0.0,0.0,41.0,20,3.25,86.27,0.0,558.0,0.0,,1.0,16.0,6.0,7.0,0.0,
ATTZ-72,CTM,Level,0.0,0.0,41.0,5,24.41,628.34,1.0,,,,,,,,,
CZEM-74,Direct,Decreasing,0.0,1.0,41.0,35,26.4,663.36,1.0,516.0,3.0,,9.0,11.0,4.0,5.0,1.0,46.0
WPSJ-77,Direct,Decreasing,1.0,1.0,44.0,20,21.63,414.39,0.0,569.0,2.0,,6.0,16.0,3.0,6.0,0.0,
KYEH-93,CTM,Level,0.0,1.0,53.0,5,23.39,0.0,0.0,568.0,7.0,,8.0,6.0,4.0,3.0,0.0,
RWYK-45,CTM,Level with CI,1.0,1.0,40.0,30,142.69,3415.32,1.0,556.0,3.0,,14.0,7.0,6.0,7.0,0.0,
CCZW-16,MSM,Decreasing,0.0,0.0,38.0,30,20.44,573.8,0.0,,,,,,,,,
ZZMZ-41,CTM,Level,1.0,0.0,34.0,20,25.24,582.69,0.0,579.0,3.0,21.0,3.0,10.0,5.0,4.0,0.0,
NYRE-73,MSM,Level,0.0,1.0,27.0,20,28.3,669.5,0.0,567.0,0.0,,5.0,12.0,3.0,4.0,0.0,
RONB-40,Direct,Decreasing,0.0,1.0,37.0,30,26.68,556.43,0.0,556.0,2.0,,7.0,14.0,3.0,4.0,0.0,
WOHA-93,Direct,Decreasing,0.0,0.0,46.0,20,15.0,348.23,0.0,569.0,7.0,21.0,4.0,19.0,5.0,1.0,0.0,
UNRS-75,MSM,Decreasing accelerated,1.0,0.0,38.0,20,6.89,194.26,0.0,,,,,,,,,
BPBJ-66,CTM,Level with CI,0.0,0.0,41.0,25,28.55,770.44,0.0,605.0,1.0,85.0,2.0,12.0,3.0,4.0,0.0,
KIBJ-35,Direct,Decreasing accelerated,1.0,0.0,37.0,20,381.22,8752.28,0.0,,,,,,,,,
UQZF-49,CTM,Decreasing with CI,1.0,0.0,29.0,10,23.9,530.02,1.0,568.0,9.0,26.0,19.0,13.0,4.0,10.0,0.0,
UHBA-84,Direct,Level with CI,1.0,0.0,34.0,10,29.05,700.64,0.0,553.0,5.0,,5.0,20.0,4.0,7.0,0.0,
VBJR-10,CTM,Level,1.0,0.0,48.0,20,29.72,681.04,0.0,,,,,,,,,
QFYM-98,Direct,Decreasing,0.0,1.0,47.0,20,29.81,708.98,1.0,,,,,,,,,
SJCR-64,MSM,Level accelerated,0.0,0.0,55.0,20,38.2,173.83,1.0,567.0,4.0,20.0,12.0,15.0,6.0,5.0,0.0,
XIIT-68,MSM,Level accelerated,0.0,0.0,39.0,10,24.59,365.95,0.0,566.0,3.0,,7.0,3.0,4.0,3.0,0.0,
TXAR-30,CTM,Level,1.0,1.0,56.0,30,45.76,1414.93,0.0,584.0,5.0,28.0,8.0,10.0,4.0,1.0,0.0,
BHTC-89,MSM,Decreasing with CI,1.0,1.0,54.0,10,179.88,5159.24,0.0,485.0,,,,20.0,7.0,2.0,,
DFUL-78,Direct,Level with CI,0.0,0.0,42.0,20,7.0,214.47,1.0,574.0,4.0,,11.0,12.0,4.0,4.0,0.0,
