,QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
226,BIHJ-11,Direct,Level accelerated,Y,N,50,20,10.98,255.96,N,541,3,37,21,16,7,5,0,-999997
227,TXWF-33,CTM,Decreasing,N,N,47,35,12.39,280.91,N,541,3,37,21,16,7,5,0,-999997
228,RHMF-30,Direct,Level with CI,Y,Y,44,30,10.7,249.52,N,541,3,37,21,16,7,5,0,-999997
229,WFHF-29,CTM,Level,Y,N,54,10,10.7,249.52,N,541,3,37,21,16,7,5,0,-999997
230,LSDJ-58,CTM,Decreasing with CI,Y,Y,52,20,27.12,669.7,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
231,UCWS-25,CTM,Level,N,Y,38,10,14.75,420.71,N,564,0,180,8,11,5,8,0,-999997
232,ZUNL-20,Direct,Decreasing with CI,Y,N,39,20,14.75,420.71,N,564,0,180,8,11,5,8,0,-999997
233,BKWA-36,MSM,Decreasing with CI,Y,N,38,5,24.2,524.18,N,568,9,-999997,3,7,2,1,0,-999997
234,MXMM-29,MSM,Level,Y,Y,46,5,24.2,524.18,N,568,9,-999997,3,7,2,1,0,-999997
235,BHJQ-32,Direct,Level,Y,N,44,20,24.2,524.18,N,568,9,-999997,3,7,2,1,0,-999997
236,YXDQ-48,Direct,Level with CI,Y,N,52,5,68.38,2266.94,N,571,0,21,4,9,4,6,0,-999997
237,DNYY-62,CTM,Level with CI,N,N,41,10,35.27,875.17,N,561,3,49,3,16,2,5,0,-999997
238,QZHM-31,CTM,Decreasing accelerated,Y,N,32,10,23.68,576.3,N,561,3,49,3,16,2,5,0,-999997
239,DFCQ-45,CTM,Level accelerated,N,N,29,20,43.26,1042.12,N,561,3,49,3,16,2,5,0,-999997
240,ADJV-72,MSM,Decreasing,N,Y,39,25,36.15,931.03,N,561,3,49,3,16,2,5,0,-999997
241,QQXK-60,CTM,Level,N,Y,64,10,43.26,1042.12,N,561,3,49,3,16,2,5,0,-999997
242,GTHR-24,CTM,Level with CI,N,Y,32,20,33.64,813.27,N,561,3,49,3,16,2,5,0,-999997
243,CJTV-76,CTM,Level accelerated,N,N,58,20,34.27,825.81,N,561,3,49,3,16,2,5,0,-999997
244,FDFB-31,CTM,Decreasing with CI,Y,N,34,20,43.95,1000.21,N,561,3,49,3,16,2,5,0,-999997
245,QSMT-78,CTM,Level,Y,Y,36,10,44.49,1079.9,N,549,3,21,7,3,7,7,0,-999997
246,NDBN-24,MSM,Decreasing with CI,N,N,21,15,13.62,302.01,Y,542,1,-999997,8,22,6,7,0,-999997
247,MDSX-59,Direct,Level,Y,Y,52,30,12.54,275.14,Y,542,1,-999997,8,22,6,7,0,-999997
248,SEYD-23,Direct,Level,Y,N,42,20,12.54,275.14,Y,542,1,-999997,8,22,6,7,0,-999997
249,GCAH-70,CTM,Level with CI,Y,N,40,20,33.09,608.26,N,513,NULL,-999997,-999997,7,4,4,-999997,NULL
250,PALV-98,CTM,Decreasing,Y,N,46,20,18.78,500.93,N,567,3,73,8,14,4,3,0,-999997
251,YKDK-98,Direct,Level with CI,N,N,44,15,25.64,495.58,N,513,NULL,-999997,-999997,7,4,4,-999997,NULL
252,DMGY-23,Direct,Level,N,N,35,5,25.64,495.58,N,513,NULL,-999997,-999997,7,4,4,-999997,NULL
253,KAEZ-58,MSM,Level with CI,Y,N,47,30,23.72,431.35,N,513,NULL,-999997,-999997,7,4,4,-999997,NULL
254,SOVN-78,Direct,Decreasing,Y,N,46,30,23.72,431.35,N,513,NULL,-999997,-999997,7,4,4,-999997,NULL
255,SUUE-99,CTM,Level,N,N,47,30,9.19,172.29,N,565,0,-999997,6,19,4,9,0,-999997
256,EDAT-40,CTM,Level accelerated,N,N,47,30,10.7,249.52,N,541,3,37,21,16,7,5,0,-999997
257,YUCH-16,Direct,Decreasing,N,Y,44,20,143.99,5066.46,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
258,NWKW-79,Direct,Level,N,N,47,20,5,81.82,N,538,0,-999997,0,19,6,7,0,-999997
259,JPAO-83,Direct,Level,N,Y,46,20,5,81.82,N,538,0,-999997,0,19,6,7,0,-999997
260,OIWW-67,MSM,Decreasing accelerated,Y,Y,33,25,35.82,799.86,N,575,2,-999997,12,11,5,5,0,-999997
261,HEOZ-42,MSM,Level accelerated,Y,N,44,15,33.09,739.04,N,575,2,-999997,12,11,5,5,0,-999997
262,KXAO-71,Direct,Level,N,Y,52,20,18.54,452.43,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
263,WEUV-47,CTM,Level with CI,Y,Y,64,10,10.73,267.51,N,528,2,-999997,7,7,7,5,0,-999997
264,TSBF-31,MSM,Level,Y,N,51,30,23.71,821.36,N,577,2,21,5,10,5,3,0,-999997
265,PASO-70,CTM,Decreasing with CI,N,Y,51,30,54.57,1329.7,N,577,2,21,5,10,5,3,0,-999997
266,IPZM-49,MSM,Level,Y,N,38,20,61.76,1529.67,N,577,2,21,5,10,5,3,0,-999997
267,IKLA-36,MSM,Decreasing with CI,Y,Y,44,5,97.72,2529.52,N,577,2,21,5,10,5,3,0,-999997
268,OKJS-42,CTM,Level with CI,Y,Y,63,35,80.24,1916.17,N,569,2,21,12,10,3,2,0,-999997
269,OMYS-66,CTM,Level,N,N,51,25,80.24,1916.17,N,569,2,21,12,10,3,2,0,-999997
270,CZYK-58,Direct,Level with CI,Y,Y,32,20,103.25,2370.29,N,569,2,21,12,10,3,2,0,-999997
271,YJNX-94,CTM,Level accelerated,Y,Y,44,20,80.24,1916.17,N,569,2,21,12,10,3,2,0,-999997
272,RYKD-34,MSM,Level with CI,Y,Y,49,30,221.95,6706.2,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
273,ITWK-21,CTM,Level,N,N,44,10,22.03,480.55,N,558,1,-999997,5,3,4,7,0,-999997
274,EXCM-93,Direct,Level with CI,N,N,58,40,22.03,480.55,N,558,1,-999997,5,3,4,7,0,-999997
275,NLYD-20,Direct,Decreasing,N,N,55,5,22.03,480.55,N,558,1,-999997,5,3,4,7,0,-999997
276,OZCN-32,Direct,Level with CI,Y,Y,24,20,18.68,465.67,N,558,1,-999997,5,3,4,7,0,-999997
277,LAFH-88,CTM,Level with CI,N,Y,35,20,22.03,480.55,N,558,1,-999997,5,3,4,7,0,-999997
278,BVJY-38,CTM,Decreasing,N,N,30,10,12.55,334.04,N,576,5,76,7,10,3,1,0,-999997
279,OLIA-88,CTM,Level with CI,Y,N,50,30,21.93,583.88,N,576,5,76,7,10,3,1,0,-999997
280,PTUY-83,Direct,Decreasing,Y,N,32,20,18.23,535.99,N,539,5,-999997,5,17,6,4,0,-999997
281,SRDF-55,CTM,Level,Y,N,50,10,47.78,875.85,N,545,8,-999997,6,9,6,9,0,-999997
282,IQBD-58,Direct,Level,Y,N,52,30,47.78,875.85,N,545,8,-999997,6,9,6,9,0,-999997
283,JCHV-83,MSM,Level,N,N,49,40,47.78,875.85,N,545,8,-999997,6,9,6,9,0,-999997
284,MWGN-71,MSM,Decreasing accelerated,N,N,55,30,59.78,1431.86,N,560,1,-999997,5,{ND},6,99,0,-999997
285,CNJC-35,CTM,Decreasing with CI,N,N,32,20,69.1,1651.63,N,560,1,-999997,5,{ND},6,99,0,-999997
286,QXBA-58,CTM,Decreasing,Y,N,46,10,59.78,1431.86,N,560,1,-999997,5,{ND},6,99,0,-999997
287,YXDB-27,Direct,Level,N,N,48,30,44.3,1067.85,N,560,1,-999997,5,{ND},6,99,0,-999997
288,GTAU-52,Direct,Level with CI,Y,N,47,30,44.3,1067.85,N,560,1,-999997,5,{ND},6,99,0,-999997
289,LWLE-13,Direct,Decreasing,Y,N,45,30,44.64,1225.04,N,577,2,21,5,10,5,3,0,-999997
290,BHNN-79,CTM,Decreasing,Y,N,46,30,148.08,3929.3,N,577,2,21,5,10,5,3,0,-999997
291,RPUD-42,Direct,Level with CI,Y,N,40,20,7.28,231.88,N,563,5,-999997,7,14,4,6,0,-999997
292,WRPO-24,CTM,Level with CI,Y,N,38,10,7.28,231.88,N,563,5,-999997,7,14,4,6,0,-999997
293,HEJW-54,CTM,Level,Y,N,32,5,7.1,226.11,N,563,5,-999997,7,14,4,6,0,-999997
294,PQZQ-98,Direct,Level with CI,N,Y,38,20,7.1,226.11,N,563,5,-999997,7,14,4,6,0,-999997
295,DYNT-74,CTM,Level accelerated,N,Y,47,30,21.1,630.35,N,539,5,-999997,5,17,6,4,0,-999997
296,FLJI-93,CTM,Level with CI,Y,Y,60,20,30.74,725.93,N,590,1,21,2,6,4,2,0,-999997
297,BWQN-56,CTM,Level accelerated,N,Y,40,30,21.99,465.97,N,590,1,21,2,6,4,2,0,-999997
298,ZCMC-19,Direct,Level with CI,N,N,41,20,23.08,812.09,N,562,5,37,11,14,4,9,0,-999997
299,ZZHB-75,CTM,Level with CI,N,Y,33,20,23.08,812.09,N,562,5,37,11,14,4,9,0,-999997
300,IYTJ-86,CTM,Decreasing,Y,N,47,15,25.89,910.89,N,562,5,37,11,14,4,9,0,-999997
301,AKGT-55,CTM,Level,Y,N,35,20,26.04,916.25,N,562,5,37,11,14,4,9,0,-999997
302,DOUU-20,MSM,Level,Y,Y,32,10,4.62,122.52,Y,553,0,265,2,23,7,10,0,-999997
303,HEEB-59,CTM,Decreasing,N,N,44,10,4.92,144.8,Y,553,0,265,2,23,7,10,0,-999997
304,RYWV-78,CTM,Level,Y,Y,59,40,4.62,122.52,Y,553,0,265,2,23,7,10,0,-999997
305,AAHI-32,Direct,Level with CI,Y,Y,40,30,51.08,1222.9,N,560,1,-999997,5,{ND},6,99,0,-999997
306,TTWU-50,Direct,Decreasing with CI,Y,Y,41,15,15.05,310.92,Y,531,2,-999997,9,18,7,8,0,-999997
307,TSAB-31,CTM,Decreasing,N,N,35,10,15.05,310.92,Y,531,2,-999997,9,18,7,8,0,-999997
308,FDJS-10,CTM,Level accelerated,Y,N,46,10,15.05,310.92,Y,531,2,-999997,9,18,7,8,0,-999997
309,MNGA-68,CTM,Level with CI,N,N,36,30,15.05,310.92,Y,531,2,-999997,9,18,7,8,0,-999997
310,KSMF-42,MSM,Level with CI,Y,Y,62,30,83.07,1471.81,N,518,NULL,-999997,-999997,11,4,1,-999997,NULL
311,GMAW-82,Direct,Decreasing with CI,N,N,48,20,18.23,535.99,N,539,5,-999997,5,17,6,4,0,-999997
312,USPS-27,CTM,Level,Y,N,52,10,21.1,630.35,N,539,5,-999997,5,17,6,4,0,-999997
313,APOA-86,CTM,Decreasing with CI,Y,Y,54,5,27.65,763.59,N,547,8,-999997,3,13,8,4,0,-999997
314,KFYP-41,CTM,Level,Y,Y,48,25,27.65,763.59,N,547,8,-999997,3,13,8,4,0,-999997
315,SNEW-10,CTM,Level,N,N,53,5,126.28,2115.45,N,540,3,-999997,8,22,6,5,0,-999997
316,CHJZ-87,CTM,Level,N,N,31,30,22.44,511.25,N,558,2,10,4,17,5,6,0,-999997
317,GVBJ-92,CTM,Level with CI,N,Y,46,30,22.44,511.25,N,558,2,10,4,17,5,6,0,-999997
318,PYDL-31,MSM,Level with CI,N,Y,46,35,58.64,1764.79,N,560,1,-999997,5,{ND},6,99,0,-999997
319,SOYW-31,MSM,Level accelerated,Y,N,40,5,22.59,485.41,N,566,1,-999997,9,19,3,5,0,-999997
320,SRAQ-94,CTM,Decreasing,Y,N,58,30,22.59,485.41,N,566,1,-999997,9,19,3,5,0,-999997
321,ETXH-89,Direct,Level,N,Y,47,5,20.73,488.43,N,494,0,37,7,15,7,10,2,46
322,KIYZ-81,CTM,Decreasing,Y,Y,46,20,20.73,488.43,N,494,0,37,7,15,7,10,2,46
323,CDBM-52,CTM,Level,N,Y,50,20,17.41,433.96,N,555,4,-999997,12,8,4,2,0,-999997
324,NSUD-79,MSM,Decreasing with CI,Y,N,46,20,47.33,1427.29,N,554,1,49,5,22,7,10,0,-999997
325,VJJV-68,CTM,Level,Y,N,44,30,40,1224.62,N,554,1,49,5,22,7,10,0,-999997
326,BBAR-39,Direct,Level with CI,N,Y,55,30,12.97,364.05,N,541,3,37,21,16,7,5,0,-999997
327,CLNN-71,Direct,Level,N,N,32,10,21.6,620.98,N,541,3,37,21,16,7,5,0,-999997
328,XHQU-80,MSM,Level with CI,N,N,44,5,16.04,454.8,N,541,3,37,21,16,7,5,0,-999997
329,QEVY-77,CTM,Decreasing,Y,N,48,30,4.72,119.43,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
330,XRAG-89,CTM,Level accelerated,Y,Y,39,25,8.97,237.8,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
331,APGU-52,CTM,Decreasing,N,Y,44,20,10.11,261.39,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
332,PAKR-39,CTM,Decreasing accelerated,Y,Y,62,20,5.82,154.25,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
333,UEEW-28,CTM,Decreasing,N,N,64,30,5.27,133.37,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
334,LSZY-30,CTM,Decreasing with CI,Y,N,39,15,8.03,203.1,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
335,ILCX-55,MSM,Level,N,Y,47,30,7.79,255.87,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
336,BETJ-46,Direct,Decreasing,Y,N,44,30,11.47,345.25,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
337,ULFE-59,MSM,Level,N,N,46,5,13.19,428,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
338,WJHK-30,Direct,Level,N,Y,34,10,14.94,490.87,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
339,AYBD-60,MSM,Level,N,N,36,20,5.19,137.54,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
340,MTLQ-15,CTM,Level with CI,Y,Y,33,20,5.79,149.88,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
341,BYCD-70,MSM,Decreasing with CI,N,Y,50,30,4.93,161.87,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
342,ZPZV-16,Direct,Decreasing with CI,N,N,46,20,4.37,131.61,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
343,LYKF-66,Direct,Decreasing with CI,N,N,45,5,4.84,157.13,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
344,OCFJ-40,Direct,Decreasing with CI,Y,N,35,35,5.4,177.54,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
345,SQCJ-39,CTM,Level,Y,N,44,40,6.15,185.02,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
346,LRLS-66,MSM,Decreasing,Y,Y,64,30,6.93,224.85,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
347,VOKV-75,CTM,Level with CI,Y,Y,47,10,6.51,168.47,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
348,DMOU-34,Direct,Decreasing with CI,Y,N,32,10,16.3,412.28,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
349,KCSH-53,CTM,Level accelerated,N,N,47,30,16.63,331.69,N,543,4,-999997,2,13,6,4,0,-999997
350,LXKG-50,Direct,Level,Y,Y,46,20,16.63,331.69,N,543,4,-999997,2,13,6,4,0,-999997
351,KCTP-17,Direct,Decreasing with CI,N,N,51,20,12.3,239.01,N,543,4,-999997,2,13,6,4,0,-999997
352,NTNT-87,CTM,Level,Y,Y,26,5,114.94,2878.52,N,572,3,-999997,6,6,3,7,0,-999997
353,HGJH-44,CTM,Level with CI,Y,N,44,20,72.92,1846.37,N,572,3,-999997,6,6,3,7,0,-999997
354,ZBFF-40,CTM,Decreasing,Y,Y,45,20,81.4,2020.44,N,572,3,-999997,6,6,3,7,0,-999997
355,YYMZ-51,Direct,Decreasing with CI,N,N,38,30,27.84,571.69,N,572,3,-999997,6,6,3,7,0,-999997
356,ISHV-34,MSM,Level with CI,N,Y,44,30,33.78,693.55,N,572,3,-999997,6,6,3,7,0,-999997
357,KFYF-99,Direct,Level accelerated,Y,N,44,10,38.02,780.58,N,572,3,-999997,6,6,3,7,0,-999997
358,NEIC-19,CTM,Decreasing with CI,N,N,50,30,30.39,623.91,N,572,3,-999997,6,6,3,7,0,-999997
359,TEJK-83,CTM,Level,N,N,42,10,29.54,606.51,N,572,3,-999997,6,6,3,7,0,-999997
360,BNVA-85,Direct,Level accelerated,N,Y,26,10,13.61,368.7,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
361,MCBD-78,CTM,Level with CI,Y,Y,34,5,13.61,368.7,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
362,PPGI-20,CTM,Level,Y,N,44,30,39.17,1159.63,N,560,1,-999997,5,{ND},6,99,0,-999997
363,BDLC-47,MSM,Level,Y,Y,47,20,58.64,1764.79,N,560,1,-999997,5,{ND},6,99,0,-999997
364,HTMV-46,CTM,Decreasing accelerated,Y,Y,44,20,58.64,1764.79,N,560,1,-999997,5,{ND},6,99,0,-999997
365,HRXY-75,CTM,Level accelerated,Y,N,31,30,27.44,587.16,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
366,EPNS-48,CTM,Level with CI,N,N,49,10,27.44,587.16,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
367,XZPY-77,MSM,Decreasing,Y,Y,59,5,27.44,587.16,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
368,CSQK-23,CTM,Level,Y,Y,33,10,61.82,1275.89,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
369,GLEO-75,CTM,Level with CI,Y,Y,42,25,61.82,1275.89,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
370,JMIF-58,Direct,Level,N,N,46,30,61.82,1275.89,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
371,GQIW-25,Direct,Decreasing,Y,Y,54,30,13.07,389.43,N,537,2,37,7,22,7,9,0,-999997
372,YCDG-73,CTM,Decreasing with CI,N,N,39,30,14.3,422.96,N,537,2,37,7,22,7,9,0,-999997
373,EINZ-91,CTM,Decreasing,Y,N,43,30,15.53,456.48,N,537,2,37,7,22,7,9,0,-999997
374,BRRP-43,Direct,Decreasing with CI,Y,N,48,40,15.53,456.48,N,537,2,37,7,22,7,9,0,-999997
375,XPOC-81,CTM,Level,Y,Y,43,40,18.43,488.47,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
376,RVQC-86,CTM,Level with CI,Y,N,46,25,20.88,540.18,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
377,LTCO-51,CTM,Level with CI,N,Y,55,5,4.02,120.93,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
378,IDIG-26,CTM,Level,Y,N,44,20,4.43,143.59,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
379,THHS-30,CTM,Level with CI,Y,Y,55,10,12.17,356.59,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
380,PSCL-72,Direct,Level,N,N,39,15,40.55,1236.05,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
381,BAQV-19,CTM,Decreasing,N,Y,41,5,16.46,492.59,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
382,JEUL-55,CTM,Level accelerated,Y,Y,38,10,18.48,556.74,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
383,RHYL-34,CTM,Level with CI,Y,N,44,5,21.02,648.27,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
384,YRFO-51,Direct,Decreasing with CI,N,Y,43,30,29.64,898.58,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
385,STCB-91,CTM,Level,Y,Y,41,30,33.54,1020.12,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
386,DZZE-36,Direct,Decreasing with CI,N,N,43,30,38.33,1196.56,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
387,ARII-83,Direct,Decreasing with CI,Y,N,42,35,16.19,487.57,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
388,AONN-73,CTM,Level with CI,Y,N,46,15,18.92,613.96,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
389,XHJD-49,CTM,Level,Y,Y,45,20,21.77,715.29,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
390,TFLF-65,Direct,Level,Y,N,37,30,5.39,162.28,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
391,VVYI-73,Direct,Level with CI,Y,Y,44,30,6.07,197.1,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
392,UEXG-89,CTM,Level with CI,Y,N,38,25,13.36,306.14,Y,558,0,85,1,12,7,6,0,-999997
393,DRZF-58,CTM,Decreasing,Y,N,35,30,13.36,306.14,Y,558,0,85,1,12,7,6,0,-999997
394,OBRR-79,MSM,Level with CI,N,Y,29,20,13.36,306.14,Y,558,0,85,1,12,7,6,0,-999997
395,DUQJ-80,Direct,Level,N,N,46,25,9.06,243.89,N,549,3,-999997,4,{ND},6,99,0,-999997
396,LHCF-53,Direct,Level,N,Y,54,20,9.06,243.89,N,549,3,-999997,4,{ND},6,99,0,-999997
397,GCSZ-79,Direct,Level with CI,N,Y,39,25,46.44,1060.48,N,565,0,-999997,10,12,5,6,0,-999997
398,IWMX-46,CTM,Decreasing accelerated,Y,N,49,15,41.3,1041.42,N,563,7,16,35,9,4,6,0,-999997
399,DKJU-42,CTM,Decreasing with CI,Y,N,53,10,41.3,1041.42,N,563,7,16,35,9,4,6,0,-999997
400,MDZP-59,CTM,Level with CI,Y,N,58,30,16.63,331.69,N,543,4,-999997,2,13,6,4,0,-999997
401,JDPU-95,MSM,Decreasing accelerated,Y,N,43,20,16.63,331.69,N,543,4,-999997,2,13,6,4,0,-999997
402,YIVO-69,CTM,Level with CI,N,Y,45,30,13.36,306.14,Y,558,0,85,1,12,7,6,0,-999997
403,JQJA-83,Direct,Level,Y,Y,44,20,27.48,864.92,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
404,LVAM-43,MSM,Level with CI,N,N,58,20,6.86,225.48,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
405,IMHP-41,MSM,Level accelerated,Y,N,47,30,8.09,243.6,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
406,CAFF-18,CTM,Level with CI,Y,N,42,30,9.29,301.32,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
407,JYCZ-93,MSM,Level with CI,N,N,39,30,10.59,347.94,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
408,YXIN-93,MSM,Level with CI,N,N,50,25,24.14,610.65,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
409,LOYM-66,Direct,Level,N,N,40,30,28.06,743.52,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
410,JAVV-95,MSM,Decreasing accelerated,N,N,59,20,32.68,845.35,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
411,GGCG-40,CTM,Decreasing,Y,N,61,20,4.04,121.62,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
412,RINN-62,MSM,Decreasing accelerated,Y,N,46,30,4.47,145,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
413,TYQS-82,Direct,Level,N,N,32,10,5,164.26,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
414,ZYYF-82,Direct,Level with CI,N,N,32,20,46.79,1466.62,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
415,OFQD-78,CTM,Decreasing with CI,Y,Y,40,30,86.16,2637.59,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
416,KWIQ-32,Direct,Decreasing with CI,Y,N,41,10,96.69,2962.18,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
417,RQYA-26,CTM,Decreasing,Y,N,56,20,111.88,3530.47,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
418,NRSQ-11,MSM,Decreasing accelerated,N,N,36,35,13.43,398.06,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
419,QXQJ-40,CTM,Level with CI,N,N,43,20,15.31,462.59,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
420,VQXI-85,CTM,Level,N,N,51,30,19.65,591.44,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
421,FKCU-53,Direct,Level with CI,N,N,45,30,21.84,660.68,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
422,UMSD-81,CTM,Decreasing accelerated,Y,N,40,10,52.85,1669.52,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
423,AMOL-87,CTM,Decreasing with CI,Y,N,41,20,60.05,1905.59,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
424,PRAB-95,Direct,Level with CI,Y,N,41,30,68.61,2254.49,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
425,XNCM-50,CTM,Level with CI,Y,N,49,20,127.19,4023.44,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
426,PQSQ-60,MSM,Level,Y,Y,49,20,25.08,778.69,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
427,PAKG-15,MSM,Decreasing with CI,Y,N,54,10,36.28,1102.98,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
428,UTXK-66,CTM,Level accelerated,Y,N,37,30,34.4,1084.9,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
429,GUUI-41,CTM,Level,N,Y,54,30,38.51,1223.1,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
430,FKXA-43,CTM,Level with CI,Y,N,44,10,44.47,1461.1,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
431,RFMD-76,CTM,Level with CI,Y,Y,32,20,81.33,2570.56,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
432,YDFS-24,Direct,Level,Y,Y,34,30,91.45,2901.71,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
433,QLCI-59,CTM,Level,Y,Y,51,20,105.94,3481.16,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
434,TTNX-64,Direct,Level with CI,N,Y,32,30,9.06,270.24,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
435,KVGG-14,CTM,Level,Y,N,35,20,9.76,295.85,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
436,IYFQ-27,Direct,Level with CI,Y,Y,44,30,10.92,335.89,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
437,TQJW-32,Direct,Decreasing with CI,N,N,53,25,48.34,1294.41,N,585,2,3,6,2,2,1,0,-999997
438,WRTB-98,CTM,Decreasing,Y,N,50,30,25.07,834.49,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
439,VFDN-29,CTM,Level accelerated,N,Y,35,30,11.63,301.89,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
440,PQCI-47,CTM,Level with CI,Y,Y,56,30,11.63,301.89,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
441,EOWM-65,CTM,Level,Y,Y,47,40,12.3,239.01,N,543,4,-999997,2,13,6,4,0,-999997
442,ESVF-97,Direct,Decreasing,Y,Y,46,15,52.03,1429.97,N,531,2,-999997,5,17,8,7,0,-999997
443,WQHS-81,Direct,Level,N,N,44,30,30,738.45,N,531,2,-999997,5,17,8,7,0,-999997
444,ENHL-32,Direct,Level,N,Y,46,10,25.14,450.95,N,546,5,16,0,18,8,3,0,-999997
445,YUQW-51,CTM,Decreasing accelerated,N,N,57,30,25.14,450.95,N,546,5,16,0,18,8,3,0,-999997
446,RNCE-64,Direct,Decreasing accelerated,Y,N,48,20,54.53,1140.71,Y,544,0,23,4,{ND},7,99,0,-999997
