QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
TXWF-33,CTM,Decreasing,0.0,0,47.0,35,12.39,280.91,0,541.0,3.0,37.0,21.0,16,7,5.0,0.0,
RHMF-30,Direct,Level with CI,1.0,1,44.0,30,10.7,249.52,0,541.0,3.0,37.0,21.0,16,7,5.0,0.0,
WFHF-29,CTM,Level,1.0,0,54.0,10,10.7,249.52,0,541.0,3.0,37.0,21.0,16,7,5.0,0.0,
LSDJ-58,CTM,Decreasing with CI,1.0,1,52.0,20,27.12,669.7,0,,,,,,,,,
UCWS-25,CTM,Level,0.0,1,38.0,10,14.75,420.71,0,564.0,0.0,180.0,8.0,11,5,8.0,0.0,
ZUNL-20,Direct,Decreasing with CI,1.0,0,39.0,20,14.75,420.71,0,564.0,0.0,180.0,8.0,11,5,8.0,0.0,
BKWA-36,MSM,Decreasing with CI,1.0,0,38.0,5,24.2,524.18,0,568.0,9.0,,3.0,7,2,1.0,0.0,
MXMM-29,MSM,Level,1.0,1,46.0,5,24.2,524.18,0,568.0,9.0,,3.0,7,2,1.0,0.0,
BHJQ-32,Direct,Level,1.0,0,44.0,20,24.2,524.18,0,568.0,9.0,,3.0,7,2,1.0,0.0,
YXDQ-48,Direct,Level with CI,1.0,0,52.0,5,68.38,2266.94,0,571.0,0.0,21.0,4.0,9,4,6.0,0.0,
DNYY-62,CTM,Level with CI,0.0,0,41.0,10,35.27,875.17,0,561.0,3.0,49.0,3.0,16,2,5.0,0.0,
QZHM-31,CTM,Decreasing accelerated,1.0,0,32.0,10,23.68,576.3,0,561.0,3.0,49.0,3.0,16,2,5.0,0.0,
DFCQ-45,CTM,Level accelerated,0.0,0,29.0,20,43.26,1042.12,0,561.0,3.0,49.0,3.0,16,2,5.0,0.0,
ADJV-72,MSM,Decreasing,0.0,1,39.0,25,36.15,931.03,0,561.0,3.0,49.0,3.0,16,2,5.0,0.0,
QQXK-60,CTM,Level,0.0,1,64.0,10,43.26,1042.12,0,561.0,3.0,49.0,3.0,16,2,5.0,0.0,
GTHR-24,CTM,Level with CI,0.0,1,32.0,20,33.64,813.27,0,561.0,3.0,49.0,3.0,16,2,5.0,0.0,
CJTV-76,CTM,Level accelerated,0.0,0,58.0,20,34.27,825.81,0,561.0,3.0,49.0,3.0,16,2,5.0,0.0,
FDFB-31,CTM,Decreasing with CI,1.0,0,34.0,20,43.95,1000.21,0,561.0,3.0,49.0,3.0,16,2,5.0,0.0,
QSMT-78,CTM,Level,1.0,1,36.0,10,44.49,1079.9,0,549.0,3.0,21.0,7.0,3,7,7.0,0.0,
NDBN-24,MSM,Decreasing with CI,0.0,0,21.0,15,13.62,302.01,1,542.0,1.0,,8.0,22,6,7.0,0.0,
MDSX-59,Direct,Level,1.0,1,52.0,30,12.54,275.14,1,542.0,1.0,,8.0,22,6,7.0,0.0,
SEYD-23,Direct,Level,1.0,0,42.0,20,12.54,275.14,1,542.0,1.0,,8.0,22,6,7.0,0.0,
GCAH-70,CTM,Level with CI,1.0,0,40.0,20,33.09,608.26,0,513.0,,,,7,4,4.0,,
PALV-98,CTM,Decreasing,1.0,0,46.0,20,18.78,500.93,0,567.0,3.0,73.0,8.0,14,4,3.0,0.0,
YKDK-98,Direct,Level with CI,0.0,0,44.0,15,25.64,495.58,0,513.0,,,,7,4,4.0,,
DMGY-23,Direct,Level,0.0,0,35.0,5,25.64,495.58,0,513.0,,,,7,4,4.0,,
KAEZ-58,MSM,Level with CI,1.0,0,47.0,30,23.72,431.35,0,513.0,,,,7,4,4.0,,
SOVN-78,Direct,Decreasing,1.0,0,46.0,30,23.72,431.35,0,513.0,,,,7,4,4.0,,
SUUE-99,CTM,Level,0.0,0,47.0,30,9.19,172.29,0,565.0,0.0,,6.0,19,4,9.0,0.0,
EDAT-40,CTM,Level accelerated,0.0,0,47.0,30,10.7,249.52,0,541.0,3.0,37.0,21.0,16,7,5.0,0.0,
YUCH-16,Direct,Decreasing,0.0,1,44.0,20,143.99,5066.46,0,,,,,,,,,
NWKW-79,Direct,Level,0.0,0,47.0,20,5.0,81.82,0,538.0,0.0,,0.0,19,6,7.0,0.0,
JPAO-83,Direct,Level,0.0,1,46.0,20,5.0,81.82,0,538.0,0.0,,0.0,19,6,7.0,0.0,
OIWW-67,MSM,Decreasing accelerated,1.0,1,33.0,25,35.82,799.86,0,575.0,2.0,,12.0,11,5,5.0,0.0,
HEOZ-42,MSM,Level accelerated,1.0,0,44.0,15,33.09,739.04,0,575.0,2.0,,12.0,11,5,5.0,0.0,
KXAO-71,Direct,Level,0.0,1,52.0,20,18.54,452.43,0,,,,,,,,,
WEUV-47,CTM,Level with CI,1.0,1,64.0,10,10.73,267.51,0,528.0,2.0,,7.0,7,7,5.0,0.0,
TSBF-31,MSM,Level,1.0,0,51.0,30,23.71,821.36,0,577.0,2.0,21.0,5.0,10,5,3.0,0.0,
PASO-70,CTM,Decreasing with CI,0.0,1,51.0,30,54.57,1329.7,0,577.0,2.0,21.0,5.0,10,5,3.0,0.0,
IPZM-49,MSM,Level,1.0,0,38.0,20,61.76,1529.67,0,577.0,2.0,21.0,5.0,10,5,3.0,0.0,
IKLA-36,MSM,Decreasing with CI,1.0,1,44.0,5,97.72,2529.52,0,577.0,2.0,21.0,5.0,10,5,3.0,0.0,
OKJS-42,CTM,Level with CI,1.0,1,63.0,35,80.24,1916.17,0,569.0,2.0,21.0,12.0,10,3,2.0,0.0,
OMYS-66,CTM,Level,0.0,0,51.0,25,80.24,1916.17,0,569.0,2.0,21.0,12.0,10,3,2.0,0.0,
CZYK-58,Direct,Level with CI,1.0,1,32.0,20,103.25,2370.29,0,569.0,2.0,21.0,12.0,10,3,2.0,0.0,
YJNX-94,CTM,Level accelerated,1.0,1,44.0,20,80.24,1916.17,0,569.0,2.0,21.0,12.0,10,3,2.0,0.0,
RYKD-34,MSM,Level with CI,1.0,1,49.0,30,221.95,6706.2,0,,,,,,,,,
ITWK-21,CTM,Level,0.0,0,44.0,10,22.03,480.55,0,558.0,1.0,,5.0,3,4,7.0,0.0,
EXCM-93,Direct,Level with CI,0.0,0,58.0,40,22.03,480.55,0,558.0,1.0,,5.0,3,4,7.0,0.0,
NLYD-20,Direct,Decreasing,0.0,0,55.0,5,22.03,480.55,0,558.0,1.0,,5.0,3,4,7.0,0.0,
OZCN-32,Direct,Level with CI,1.0,1,24.0,20,18.68,465.67,0,558.0,1.0,,5.0,3,4,7.0,0.0,
LAFH-88,CTM,Level with CI,0.0,1,35.0,20,22.03,480.55,0,558.0,1.0,,5.0,3,4,7.0,0.0,
BVJY-38,CTM,Decreasing,0.0,0,30.0,10,12.55,334.04,0,576.0,5.0,76.0,7.0,10,3,1.0,0.0,
OLIA-88,CTM,Level with CI,1.0,0,50.0,30,21.93,583.88,0,576.0,5.0,76.0,7.0,10,3,1.0,0.0,
PTUY-83,Direct,Decreasing,1.0,0,32.0,20,18.23,535.99,0,539.0,5.0,,5.0,17,6,4.0,0.0,
SRDF-55,CTM,Level,1.0,0,50.0,10,47.78,875.85,0,545.0,8.0,,6.0,9,6,9.0,0.0,
IQBD-58,Direct,Level,1.0,0,52.0,30,47.78,875.85,0,545.0,8.0,,6.0,9,6,9.0,0.0,
JCHV-83,MSM,Level,0.0,0,49.0,40,47.78,875.85,0,545.0,8.0,,6.0,9,6,9.0,0.0,
MWGN-71,MSM,Decreasing accelerated,0.0,0,55.0,30,59.78,1431.86,0,560.0,1.0,,5.0,,6,,0.0,
CNJC-35,CTM,Decreasing with CI,0.0,0,32.0,20,69.1,1651.63,0,560.0,1.0,,5.0,,6,,0.0,
QXBA-58,CTM,Decreasing,1.0,0,46.0,10,59.78,1431.86,0,560.0,1.0,,5.0,,6,,0.0,
YXDB-27,Direct,Level,0.0,0,48.0,30,44.3,1067.85,0,560.0,1.0,,5.0,,6,,0.0,
GTAU-52,Direct,Level with CI,1.0,0,47.0,30,44.3,1067.85,0,560.0,1.0,,5.0,,6,,0.0,
LWLE-13,Direct,Decreasing,1.0,0,45.0,30,44.64,1225.04,0,577.0,2.0,21.0,5.0,10,5,3.0,0.0,
BHNN-79,CTM,Decreasing,1.0,0,46.0,30,148.08,3929.3,0,577.0,2.0,21.0,5.0,10,5,3.0,0.0,
RPUD-42,Direct,Level with CI,1.0,0,40.0,20,7.28,231.88,0,563.0,5.0,,7.0,14,4,6.0,0.0,
WRPO-24,CTM,Level with CI,1.0,0,38.0,10,7.28,231.88,0,563.0,5.0,,7.0,14,4,6.0,0.0,
HEJW-54,CTM,Level,1.0,0,32.0,5,7.1,226.11,0,563.0,5.0,,7.0,14,4,6.0,0.0,
PQZQ-98,Direct,Level with CI,0.0,1,38.0,20,7.1,226.11,0,563.0,5.0,,7.0,14,4,6.0,0.0,
DYNT-74,CTM,Level accelerated,0.0,1,47.0,30,21.1,630.35,0,539.0,5.0,,5.0,17,6,4.0,0.0,
FLJI-93,CTM,Level with CI,1.0,1,60.0,20,30.74,725.93,0,590.0,1.0,21.0,2.0,6,4,2.0,0.0,
BWQN-56,CTM,Level accelerated,0.0,1,40.0,30,21.99,465.97,0,590.0,1.0,21.0,2.0,6,4,2.0,0.0,
ZCMC-19,Direct,Level with CI,0.0,0,41.0,20,23.08,812.09,0,562.0,5.0,37.0,11.0,14,4,9.0,0.0,
ZZHB-75,CTM,Level with CI,0.0,1,33.0,20,23.08,812.09,0,562.0,5.0,37.0,11.0,14,4,9.0,0.0,
IYTJ-86,CTM,Decreasing,1.0,0,47.0,15,25.89,910.89,0,562.0,5.0,37.0,11.0,14,4,9.0,0.0,
AKGT-55,CTM,Level,1.0,0,35.0,20,26.04,916.25,0,562.0,5.0,37.0,11.0,14,4,9.0,0.0,
DOUU-20,MSM,Level,1.0,1,32.0,10,4.62,122.52,1,553.0,0.0,265.0,2.0,23,7,10.0,0.0,
HEEB-59,CTM,Decreasing,0.0,0,44.0,10,4.92,144.8,1,553.0,0.0,265.0,2.0,23,7,10.0,0.0,
RYWV-78,CTM,Level,1.0,1,59.0,40,4.62,122.52,1,553.0,0.0,265.0,2.0,23,7,10.0,0.0,
AAHI-32,Direct,Level with CI,1.0,1,40.0,30,51.08,1222.9,0,560.0,1.0,,5.0,,6,,0.0,
TTWU-50,Direct,Decreasing with CI,1.0,1,41.0,15,15.05,310.92,1,531.0,2.0,,9.0,18,7,8.0,0.0,
TSAB-31,CTM,Decreasing,0.0,0,35.0,10,15.05,310.92,1,531.0,2.0,,9.0,18,7,8.0,0.0,
FDJS-10,CTM,Level accelerated,1.0,0,46.0,10,15.05,310.92,1,531.0,2.0,,9.0,18,7,8.0,0.0,
MNGA-68,CTM,Level with CI,0.0,0,36.0,30,15.05,310.92,1,531.0,2.0,,9.0,18,7,8.0,0.0,
KSMF-42,MSM,Level with CI,1.0,1,62.0,30,83.07,1471.81,0,518.0,,,,11,4,1.0,,
GMAW-82,Direct,Decreasing with CI,0.0,0,48.0,20,18.23,535.99,0,539.0,5.0,,5.0,17,6,4.0,0.0,
USPS-27,CTM,Level,1.0,0,52.0,10,21.1,630.35,0,539.0,5.0,,5.0,17,6,4.0,0.0,
APOA-86,CTM,Decreasing with CI,1.0,1,54.0,5,27.65,763.59,0,547.0,8.0,,3.0,13,8,4.0,0.0,
KFYP-41,CTM,Level,1.0,1,48.0,25,27.65,763.59,0,547.0,8.0,,3.0,13,8,4.0,0.0,
SNEW-10,CTM,Level,0.0,0,53.0,5,126.28,2115.45,0,540.0,3.0,,8.0,22,6,5.0,0.0,
CHJZ-87,CTM,Level,0.0,0,31.0,30,22.44,511.25,0,558.0,2.0,10.0,4.0,17,5,6.0,0.0,
GVBJ-92,CTM,Level with CI,0.0,1,46.0,30,22.44,511.25,0,558.0,2.0,10.0,4.0,17,5,6.0,0.0,
PYDL-31,MSM,Level with CI,0.0,1,46.0,35,58.64,1764.79,0,560.0,1.0,,5.0,,6,,0.0,
SOYW-31,MSM,Level accelerated,1.0,0,40.0,5,22.59,485.41,0,566.0,1.0,,9.0,19,3,5.0,0.0,
SRAQ-94,CTM,Decreasing,1.0,0,58.0,30,22.59,485.41,0,566.0,1.0,,9.0,19,3,5.0,0.0,
ETXH-89,Direct,Level,0.0,1,47.0,5,20.73,488.43,0,494.0,0.0,37.0,7.0,15,7,10.0,2.0,46.0
KIYZ-81,CTM,Decreasing,1.0,1,46.0,20,20.73,488.43,0,494.0,0.0,37.0,7.0,15,7,10.0,2.0,46.0
CDBM-52,CTM,Level,0.0,1,50.0,20,17.41,433.96,0,555.0,4.0,,12.0,8,4,2.0,0.0,
NSUD-79,MSM,Decreasing with CI,1.0,0,46.0,20,47.33,1427.29,0,554.0,1.0,49.0,5.0,22,7,10.0,0.0,
VJJV-68,CTM,Level,1.0,0,44.0,30,40.0,1224.62,0,554.0,1.0,49.0,5.0,22,7,10.0,0.0,
BBAR-39,Direct,Level with CI,0.0,1,55.0,30,12.97,364.05,0,541.0,3.0,37.0,21.0,16,7,5.0,0.0,
CLNN-71,Direct,Level,0.0,0,32.0,10,21.6,620.98,0,541.0,3.0,37.0,21.0,16,7,5.0,0.0,
XHQU-80,MSM,Level with CI,0.0,0,44.0,5,16.04,454.8,0,541.0,3.0,37.0,21.0,16,7,5.0,0.0,
QEVY-77,CTM,Decreasing,1.0,0,48.0,30,4.72,119.43,0,,,,,,,,,
XRAG-89,CTM,Level accelerated,1.0,1,39.0,25,8.97,237.8,0,,,,,,,,,
APGU-52,CTM,Decreasing,0.0,1,44.0,20,10.11,261.39,0,,,,,,,,,
PAKR-39,CTM,Decreasing accelerated,1.0,1,62.0,20,5.82,154.25,0,,,,,,,,,
UEEW-28,CTM,Decreasing,0.0,0,64.0,30,5.27,133.37,0,,,,,,,,,
LSZY-30,CTM,Decreasing with CI,1.0,0,39.0,15,8.03,203.1,0,,,,,,,,,
ILCX-55,MSM,Level,0.0,1,47.0,30,7.79,255.87,0,,,,,,,,,
BETJ-46,Direct,Decreasing,1.0,0,44.0,30,11.47,345.25,0,,,,,,,,,
ULFE-59,MSM,Level,0.0,0,46.0,5,13.19,428.0,0,,,,,,,,,
WJHK-30,Direct,Level,0.0,1,34.0,10,14.94,490.87,0,,,,,,,,,
AYBD-60,MSM,Level,0.0,0,36.0,20,5.19,137.54,0,,,,,,,,,
MTLQ-15,CTM,Level with CI,1.0,1,33.0,20,5.79,149.88,0,,,,,,,,,
BYCD-70,MSM,Decreasing with CI,0.0,1,50.0,30,4.93,161.87,0,,,,,,,,,
ZPZV-16,Direct,Decreasing with CI,0.0,0,46.0,20,4.37,131.61,0,,,,,,,,,
LYKF-66,Direct,Decreasing with CI,0.0,0,45.0,5,4.84,157.13,0,,,,,,,,,
OCFJ-40,Direct,Decreasing with CI,1.0,0,35.0,35,5.4,177.54,0,,,,,,,,,
SQCJ-39,CTM,Level,1.0,0,44.0,40,6.15,185.02,0,,,,,,,,,
LRLS-66,MSM,Decreasing,1.0,1,64.0,30,6.93,224.85,0,,,,,,,,,
VOKV-75,CTM,Level with CI,1.0,1,47.0,10,6.51,168.47,0,,,,,,,,,
DMOU-34,Direct,Decreasing with CI,1.0,0,32.0,10,16.3,412.28,0,,,,,,,,,
KCSH-53,CTM,Level accelerated,0.0,0,47.0,30,16.63,331.69,0,543.0,4.0,,2.0,13,6,4.0,0.0,
LXKG-50,Direct,Level,1.0,1,46.0,20,16.63,331.69,0,543.0,4.0,,2.0,13,6,4.0,0.0,
KCTP-17,Direct,Decreasing with CI,0.0,0,51.0,20,12.3,239.01,0,543.0,4.0,,2.0,13,6,4.0,0.0,
NTNT-87,CTM,Level,1.0,1,26.0,5,114.94,2878.52,0,572.0,3.0,,6.0,6,3,7.0,0.0,
HGJH-44,CTM,Level with CI,1.0,0,44.0,20,72.92,1846.37,0,572.0,3.0,,6.0,6,3,7.0,0.0,
ZBFF-40,CTM,Decreasing,1.0,1,45.0,20,81.4,2020.44,0,572.0,3.0,,6.0,6,3,7.0,0.0,
YYMZ-51,Direct,Decreasing with CI,0.0,0,38.0,30,27.84,571.69,0,572.0,3.0,,6.0,6,3,7.0,0.0,
ISHV-34,MSM,Level with CI,0.0,1,44.0,30,33.78,693.55,0,572.0,3.0,,6.0,6,3,7.0,0.0,
KFYF-99,Direct,Level accelerated,1.0,0,44.0,10,38.02,780.58,0,572.0,3.0,,6.0,6,3,7.0,0.0,
NEIC-19,CTM,Decreasing with CI,0.0,0,50.0,30,30.39,623.91,0,572.0,3.0,,6.0,6,3,7.0,0.0,
TEJK-83,CTM,Level,0.0,0,42.0,10,29.54,606.51,0,572.0,3.0,,6.0,6,3,7.0,0.0,
BNVA-85,Direct,Level accelerated,0.0,1,26.0,10,13.61,368.7,0,,,,,,,,,
MCBD-78,CTM,Level with CI,1.0,1,34.0,5,13.61,368.7,0,,,,,,,,,
PPGI-20,CTM,Level,1.0,0,44.0,30,39.17,1159.63,0,560.0,1.0,,5.0,,6,,0.0,
BDLC-47,MSM,Level,1.0,1,47.0,20,58.64,1764.79,0,560.0,1.0,,5.0,,6,,0.0,
HTMV-46,CTM,Decreasing accelerated,1.0,1,44.0,20,58.64,1764.79,0,560.0,1.0,,5.0,,6,,0.0,
HRXY-75,CTM,Level accelerated,1.0,0,31.0,30,27.44,587.16,0,,,,,,,,,
EPNS-48,CTM,Level with CI,0.0,0,49.0,10,27.44,587.16,0,,,,,,,,,
XZPY-77,MSM,Decreasing,1.0,1,59.0,5,27.44,587.16,0,,,,,,,,,
CSQK-23,CTM,Level,1.0,1,33.0,10,61.82,1275.89,0,,,,,,,,,
GLEO-75,CTM,Level with CI,1.0,1,42.0,25,61.82,1275.89,0,,,,,,,,,
JMIF-58,Direct,Level,0.0,0,46.0,30,61.82,1275.89,0,,,,,,,,,
GQIW-25,Direct,Decreasing,1.0,1,54.0,30,13.07,389.43,0,537.0,2.0,37.0,7.0,22,7,9.0,0.0,
YCDG-73,CTM,Decreasing with CI,0.0,0,39.0,30,14.3,422.96,0,537.0,2.0,37.0,7.0,22,7,9.0,0.0,
EINZ-91,CTM,Decreasing,1.0,0,43.0,30,15.53,456.48,0,537.0,2.0,37.0,7.0,22,7,9.0,0.0,
BRRP-43,Direct,Decreasing with CI,1.0,0,48.0,40,15.53,456.48,0,537.0,2.0,37.0,7.0,22,7,9.0,0.0,
XPOC-81,CTM,Level,1.0,1,43.0,40,18.43,488.47,0,,,,,,,,,
RVQC-86,CTM,Level with CI,1.0,0,46.0,25,20.88,540.18,0,,,,,,,,,
LTCO-51,CTM,Level with CI,0.0,1,55.0,5,4.02,120.93,0,,,,,,,,,
IDIG-26,CTM,Level,1.0,0,44.0,20,4.43,143.59,0,,,,,,,,,
THHS-30,CTM,Level with CI,1.0,1,55.0,10,12.17,356.59,0,,,,,,,,,
PSCL-72,Direct,Level,0.0,0,39.0,15,40.55,1236.05,0,,,,,,,,,
BAQV-19,CTM,Decreasing,0.0,1,41.0,5,16.46,492.59,0,,,,,,,,,
JEUL-55,CTM,Level accelerated,1.0,1,38.0,10,18.48,556.74,0,,,,,,,,,
RHYL-34,CTM,Level with CI,1.0,0,44.0,5,21.02,648.27,0,,,,,,,,,
YRFO-51,Direct,Decreasing with CI,0.0,1,43.0,30,29.64,898.58,0,,,,,,,,,
STCB-91,CTM,Level,1.0,1,41.0,30,33.54,1020.12,0,,,,,,,,,
DZZE-36,Direct,Decreasing with CI,0.0,0,43.0,30,38.33,1196.56,0,,,,,,,,,
ARII-83,Direct,Decreasing with CI,1.0,0,42.0,35,16.19,487.57,0,,,,,,,,,
AONN-73,CTM,Level with CI,1.0,0,46.0,15,18.92,613.96,0,,,,,,,,,
XHJD-49,CTM,Level,1.0,1,45.0,20,21.77,715.29,0,,,,,,,,,
TFLF-65,Direct,Level,1.0,0,37.0,30,5.39,162.28,0,,,,,,,,,
VVYI-73,Direct,Level with CI,1.0,1,44.0,30,6.07,197.1,0,,,,,,,,,
UEXG-89,CTM,Level with CI,1.0,0,38.0,25,13.36,306.14,1,558.0,0.0,85.0,1.0,12,7,6.0,0.0,
DRZF-58,CTM,Decreasing,1.0,0,35.0,30,13.36,306.14,1,558.0,0.0,85.0,1.0,12,7,6.0,0.0,
OBRR-79,MSM,Level with CI,0.0,1,29.0,20,13.36,306.14,1,558.0,0.0,85.0,1.0,12,7,6.0,0.0,
DUQJ-80,Direct,Level,0.0,0,46.0,25,9.06,243.89,0,549.0,3.0,,4.0,,6,,0.0,
LHCF-53,Direct,Level,0.0,1,54.0,20,9.06,243.89,0,549.0,3.0,,4.0,,6,,0.0,
GCSZ-79,Direct,Level with CI,0.0,1,39.0,25,46.44,1060.48,0,565.0,0.0,,10.0,12,5,6.0,0.0,
IWMX-46,CTM,Decreasing accelerated,1.0,0,49.0,15,41.3,1041.42,0,563.0,7.0,16.0,35.0,9,4,6.0,0.0,
DKJU-42,CTM,Decreasing with CI,1.0,0,53.0,10,41.3,1041.42,0,563.0,7.0,16.0,35.0,9,4,6.0,0.0,
MDZP-59,CTM,Level with CI,1.0,0,58.0,30,16.63,331.69,0,543.0,4.0,,2.0,13,6,4.0,0.0,
JDPU-95,MSM,Decreasing accelerated,1.0,0,43.0,20,16.63,331.69,0,543.0,4.0,,2.0,13,6,4.0,0.0,
YIVO-69,CTM,Level with CI,0.0,1,45.0,30,13.36,306.14,1,558.0,0.0,85.0,1.0,12,7,6.0,0.0,
JQJA-83,Direct,Level,1.0,1,44.0,20,27.48,864.92,0,,,,,,,,,
LVAM-43,MSM,Level with CI,0.0,0,58.0,20,6.86,225.48,0,,,,,,,,,
IMHP-41,MSM,Level accelerated,1.0,0,47.0,30,8.09,243.6,0,,,,,,,,,
CAFF-18,CTM,Level with CI,1.0,0,42.0,30,9.29,301.32,0,,,,,,,,,
JYCZ-93,MSM,Level with CI,0.0,0,39.0,30,10.59,347.94,0,,,,,,,,,
YXIN-93,MSM,Level with CI,0.0,0,50.0,25,24.14,610.65,0,,,,,,,,,
LOYM-66,Direct,Level,0.0,0,40.0,30,28.06,743.52,0,,,,,,,,,
JAVV-95,MSM,Decreasing accelerated,0.0,0,59.0,20,32.68,845.35,0,,,,,,,,,
GGCG-40,CTM,Decreasing,1.0,0,61.0,20,4.04,121.62,0,,,,,,,,,
RINN-62,MSM,Decreasing accelerated,1.0,0,46.0,30,4.47,145.0,0,,,,,,,,,
TYQS-82,Direct,Level,0.0,0,32.0,10,5.0,164.26,0,,,,,,,,,
ZYYF-82,Direct,Level with CI,0.0,0,32.0,20,46.79,1466.62,0,,,,,,,,,
OFQD-78,CTM,Decreasing with CI,1.0,1,40.0,30,86.16,2637.59,0,,,,,,,,,
KWIQ-32,Direct,Decreasing with CI,1.0,0,41.0,10,96.69,2962.18,0,,,,,,,,,
RQYA-26,CTM,Decreasing,1.0,0,56.0,20,111.88,3530.47,0,,,,,,,,,
NRSQ-11,MSM,Decreasing accelerated,0.0,0,36.0,35,13.43,398.06,0,,,,,,,,,
QXQJ-40,CTM,Level with CI,0.0,0,43.0,20,15.31,462.59,0,,,,,,,,,
VQXI-85,CTM,Level,0.0,0,51.0,30,19.65,591.44,0,,,,,,,,,
FKCU-53,Direct,Level with CI,0.0,0,45.0,30,21.84,660.68,0,,,,,,,,,
UMSD-81,CTM,Decreasing accelerated,1.0,0,40.0,10,52.85,1669.52,0,,,,,,,,,
AMOL-87,CTM,Decreasing with CI,1.0,0,41.0,20,60.05,1905.59,0,,,,,,,,,
PRAB-95,Direct,Level with CI,1.0,0,41.0,30,68.61,2254.49,0,,,,,,,,,
XNCM-50,CTM,Level with CI,1.0,0,49.0,20,127.19,4023.44,0,,,,,,,,,
PQSQ-60,MSM,Level,1.0,1,49.0,20,25.08,778.69,0,,,,,,,,,
PAKG-15,MSM,Decreasing with CI,1.0,0,54.0,10,36.28,1102.98,0,,,,,,,,,
UTXK-66,CTM,Level accelerated,1.0,0,37.0,30,34.4,1084.9,0,,,,,,,,,
GUUI-41,CTM,Level,0.0,1,54.0,30,38.51,1223.1,0,,,,,,,,,
FKXA-43,CTM,Level with CI,1.0,0,44.0,10,44.47,1461.1,0,,,,,,,,,
RFMD-76,CTM,Level with CI,1.0,1,32.0,20,81.33,2570.56,0,,,,,,,,,
YDFS-24,Direct,Level,1.0,1,34.0,30,91.45,2901.71,0,,,,,,,,,
QLCI-59,CTM,Level,1.0,1,51.0,20,105.94,3481.16,0,,,,,,,,,
TTNX-64,Direct,Level with CI,0.0,1,32.0,30,9.06,270.24,0,,,,,,,,,
KVGG-14,CTM,Level,1.0,0,35.0,20,9.76,295.85,0,,,,,,,,,
IYFQ-27,Direct,Level with CI,1.0,1,44.0,30,10.92,335.89,0,,,,,,,,,
TQJW-32,Direct,Decreasing with CI,0.0,0,53.0,25,48.34,1294.41,0,585.0,2.0,3.0,6.0,2,2,1.0,0.0,
WRTB-98,CTM,Decreasing,1.0,0,50.0,30,25.07,834.49,0,,,,,,,,,
VFDN-29,CTM,Level accelerated,0.0,1,35.0,30,11.63,301.89,0,,,,,,,,,
PQCI-47,CTM,Level with CI,1.0,1,56.0,30,11.63,301.89,0,,,,,,,,,
EOWM-65,CTM,Level,1.0,1,47.0,40,12.3,239.01,0,543.0,4.0,,2.0,13,6,4.0,0.0,
ESVF-97,Direct,Decreasing,1.0,1,46.0,15,52.03,1429.97,0,531.0,2.0,,5.0,17,8,7.0,0.0,
WQHS-81,Direct,Level,0.0,0,44.0,30,30.0,738.45,0,531.0,2.0,,5.0,17,8,7.0,0.0,
ENHL-32,Direct,Level,0.0,1,46.0,10,25.14,450.95,0,546.0,5.0,16.0,0.0,18,8,3.0,0.0,
YUQW-51,CTM,Decreasing accelerated,0.0,0,57.0,30,25.14,450.95,0,546.0,5.0,16.0,0.0,18,8,3.0,0.0,
RNCE-64,Direct,Decreasing accelerated,1.0,0,48.0,20,54.53,1140.71,1,544.0,0.0,23.0,4.0,,7,,0.0,
OCDW-46,MSM,Level with CI,1.0,1,62.0,20,54.53,1140.71,1,544.0,0.0,23.0,4.0,,7,,0.0,
JMDW-56,CTM,Level,0.0,0,55.0,25,54.53,1140.71,1,544.0,0.0,23.0,4.0,,7,,0.0,
FCPI-76,MSM,Decreasing,0.0,0,52.0,20,30.95,647.46,0,556.0,2.0,,7.0,14,3,4.0,0.0,
AVOJ-12,CTM,Level with CI,0.0,0,47.0,30,30.89,641.75,0,556.0,2.0,,7.0,14,3,4.0,0.0,
IIWQ-48,CTM,Level,1.0,1,35.0,10,24.99,522.09,0,556.0,2.0,,7.0,14,3,4.0,0.0,
UPKB-25,CTM,Level,1.0,0,24.0,10,24.99,522.58,0,556.0,2.0,,7.0,14,3,4.0,0.0,
PLDU-81,Direct,Level,1.0,0,34.0,10,30.89,641.75,0,556.0,2.0,,7.0,14,3,4.0,0.0,
WVGE-25,CTM,Decreasing with CI,1.0,0,33.0,20,144.95,4597.52,0,,,,,,,,,
CSWS-93,Direct,Level,0.0,1,39.0,5,165.94,5452.85,0,,,,,,,,,
SZCD-29,CTM,Level with CI,0.0,1,35.0,20,15.69,492.57,0,,,,,,,,,
IXYC-86,CTM,Level,1.0,0,45.0,25,17.59,559.63,0,,,,,,,,,
QYMG-78,CTM,Decreasing with CI,1.0,1,44.0,20,19.94,655.3,0,,,,,,,,,
XRXN-36,Direct,Level,0.0,0,45.0,10,28.07,884.88,0,,,,,,,,,
CJGF-87,Direct,Level,0.0,0,60.0,30,31.73,1008.28,0,,,,,,,,,
DUDW-39,CTM,Decreasing,0.0,1,56.0,30,36.16,1188.36,0,,,,,,,,,
VNHM-53,Direct,Decreasing,1.0,0,51.0,20,11.47,358.09,0,,,,,,,,,
